date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:55	13780/13780	---M--	200	added ('OK')	image/png	etag:W/%2235d4-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/apple-icon-114x114.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/apple-icon-114x114.png	(from https://ta-studios.com/)
22:21:55	14745/14745	---M--	200	added ('OK')	image/png	etag:W/%223999-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/apple-icon-120x120.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/apple-icon-120x120.png	(from https://ta-studios.com/)
22:21:55	19386/19386	---M--	200	added ('OK')	image/png	etag:W/%224bba-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/apple-icon-144x144.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/apple-icon-144x144.png	(from https://ta-studios.com/)
22:21:56	20956/20956	---M--	200	added ('OK')	image/png	etag:W/%2251dc-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/apple-icon-152x152.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/apple-icon-152x152.png	(from https://ta-studios.com/)
22:21:56	26663/26663	---M--	200	added ('OK')	image/png	etag:W/%226827-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/apple-icon-180x180.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/apple-icon-180x180.png	(from https://ta-studios.com/)
22:21:56	28565/28565	---M--	200	added ('OK')	image/png	etag:W/%226f95-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/android-icon-192x192.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/android-icon-192x192.png	(from https://ta-studios.com/)
22:21:56	2653/2653	---M--	200	added ('OK')	image/png	etag:W/%22a5d-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/favicon-32x32.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/favicon-32x32.png	(from https://ta-studios.com/)
22:21:56	10639/10639	---M--	200	added ('OK')	image/png	etag:W/%22298f-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/favicon-96x96.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/favicon-96x96.png	(from https://ta-studios.com/)
22:21:57	1664/1664	---M--	200	added ('OK')	image/png	etag:W/%22680-197d67a1b00%22	https://ta-studios.com/Assets/Image/Icons/favicon-16x16.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/favicon-16x16.png	(from https://ta-studios.com/)
22:21:57	768409/768409	---MCZ	200	added ('OK')	text/css	etag:W/%22bb999-1a0158924f5%22	https://ta-studios.com/Assets/Style/main.css?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Style/mainbf5f.css	(from https://ta-studios.com/)
22:21:57	12387/12387	---MCZ	200	added ('OK')	text/javascript	etag:W/%223063-1a015891909%22	https://ta-studios.com/Assets/Code/home-icons.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/home-iconsbf5f.js	(from https://ta-studios.com/)
22:21:58	4427/4427	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:21:58%20GMT	https://ta-studios.com/cdn-cgi/content?id=5qUjKquhxgq_d3WEE5yL9m6j9R.ndvlH5sKL.V0m_mc-1787253713.3567777-1.2.1.1-UeKnqzBagt.lCKpHP4OcNOiLHwlU.4Qm6gsvCh2xB5uVQbmX1La2nqjfTqNloZvo	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content1647.html	(from https://ta-studios.com/)
22:21:59	45879/45879	---M--	200	added ('OK')	image/png	etag:W/%22b337-19f81fff8b3%22	https://ta-studios.com/Assets/Image/Icons/logo.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/logo.png	(from https://ta-studios.com/)
22:22:01	27357/27357	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:01%20GMT	https://ta-studios.com/wiki	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/wiki.html	(from https://ta-studios.com/)
22:22:01	63064/63064	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:01%20GMT	https://ta-studios.com/canli-destek	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/canli-destek.html	(from https://ta-studios.com/)
22:22:01	67779/67779	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:01%20GMT	https://ta-studios.com/sentanel	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/sentanel.html	(from https://ta-studios.com/)
22:22:01	10207/10207	---M--	200	added ('OK')	image/png	etag:W/%2227df-19cce15d7e5%22	https://ta-studios.com/Assets/Image/Brands/Sentanel_Logo_Ikon.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Sentanel_Logo_Ikon.png	(from https://ta-studios.com/)
22:22:01	90906/90906	---M--	200	added ('OK')	image/webp	etag:W/%221631a-193d500b4b2%22	https://ta-studios.com/Assets/Image/Webp/hero-img.webp	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Webp/hero-img.webp	(from https://ta-studios.com/)
22:22:02	13777/13777	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:02%20GMT	https://ta-studios.com/legal/hizmet-sartlari	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/hizmet-sartlari.html	(from https://ta-studios.com/)
22:22:02	17438/17438	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:02%20GMT	https://ta-studios.com/legal/gizlilik-politikasi	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/gizlilik-politikasi.html	(from https://ta-studios.com/)
22:22:02	11400/11400	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:03%20GMT	https://ta-studios.com/legal/yorum-politikasi	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/yorum-politikasi.html	(from https://ta-studios.com/)
22:22:02	10969/10969	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:03%20GMT	https://ta-studios.com/legal/geri-iade-politikasi	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/geri-iade-politikasi.html	(from https://ta-studios.com/)
22:22:03	10201/10201	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:03%20GMT	https://ta-studios.com/legal/canli-destek-kurallari	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/canli-destek-kurallari.html	(from https://ta-studios.com/)
22:22:03	9879/9879	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:03%20GMT	https://ta-studios.com/legal/mobil-ek	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mobil-ek.html	(from https://ta-studios.com/)
22:22:03	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:03%20GMT	https://ta-studios.com/legal/satin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/satin-alma-belgelerim	(from https://ta-studios.com/)
22:22:03	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:04%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fsatin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discord7406	(from https://ta-studios.com/)
22:22:03	62918/62918	---M--	200	added ('OK')	image/webp	etag:W/%22f5c6-199ecbde8a3%22	https://ta-studios.com/Assets/Image/Webp/trdn1.webp	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Webp/trdn1.webp	(from https://ta-studios.com/)
22:22:03	52615/52615	---MCZ	200	added ('OK')	text/javascript	etag:W/%22cd87-1a015891a87%22	https://ta-studios.com/Assets/Code/main.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/mainbf5f.js	(from https://ta-studios.com/)
22:22:04	5520/5520	---MCZ	200	added ('OK')	text/javascript	etag:W/%221590-1a015891934%22	https://ta-studios.com/Assets/Code/i18n.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/i18nbf5f.js	(from https://ta-studios.com/)
22:22:04	3234/3234	---MCZ	200	added ('OK')	text/javascript	etag:W/%22ca2-1a015891956%22	https://ta-studios.com/Assets/Code/lang-dropdown.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/lang-dropdownbf5f.js	(from https://ta-studios.com/)
22:22:04	3073/3073	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c01-1a015891948%22	https://ta-studios.com/Assets/Code/index-init.js?team-links=profile-only-1&v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/index-inita63d.js	(from https://ta-studios.com/)
22:22:04	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:05%20GMT	https://ta-studios.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://ta-studios.com/)
22:22:05	21210/21210	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2020%20Aug%202026%2019:22:05%20GMT	https://ta-studios.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/aae2b9a1c261/main.js?	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/aae2b9a1c261/maind41d.js	(from https://ta-studios.com/)
22:22:05	854/854	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22356-19f6b36df52%22	https://ta-studios.com/Assets/Image/Brands/Google_Drive_icon.svg	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Google_Drive_icon.svg	(from https://ta-studios.com/Assets/Style/main.css?v=10.0.0-20260818154144)
22:22:05	411/411	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219b-19f6b36dfa0%22	https://ta-studios.com/Assets/Image/Flags/tr.svg	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Flags/tr.svg	(from https://ta-studios.com/Assets/Style/main.css?v=10.0.0-20260818154144)
22:22:06	1847/1847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22737-19f6b36dfbf%22	https://ta-studios.com/Assets/Image/Flags/us.svg	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Flags/us.svg	(from https://ta-studios.com/Assets/Style/main.css?v=10.0.0-20260818154144)
22:22:06	665/665	---MCZ	200	added ('OK')	application/json	etag:W/%22299-Hmhuj5cKWgn0+vZ/Z+lqZ71oVSg%22	https://ta-studios.com/oembed.json?url=https%3A%2F%2Fta-studios.com%2Fwiki	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembed53e1.json	(from https://ta-studios.com/wiki)
22:22:06	982/982	---MCZ	200	added ('OK')	application/xml	etag:W/%223d6-H1hXh/5nzM04GwHRrzn8cjN5DXs%22	https://ta-studios.com/oembed.xml?url=https%3A%2F%2Fta-studios.com%2Fwiki	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembed53e1.xml	(from https://ta-studios.com/wiki)
22:22:07	339/339	---MCZ	200	added ('OK')	application/xml	etag:W/%22153-19f6b38171c%22	https://ta-studios.com/Assets/Image/Icons/browserconfig.xml	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/browserconfig.xml	(from https://ta-studios.com/wiki)
22:22:07	22273/22273	---MCZ	200	added ('OK')	application/javascript	etag:W/%225701-Sc91+RlIOQ/2AhhcJZGPshTeKN8%22	https://cdn.jsdelivr.net/npm/iconify-icon@3.0.0/dist/iconify-icon.min.js	C:/Users/mehme/Desktop/vex-dev/cdn.jsdelivr.net/npm/iconify-icon@3.0.0/dist/iconify-icon.min.js	(from https://ta-studios.com/wiki)
22:22:07	4802/4802	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:07%20GMT	https://ta-studios.com/cdn-cgi/content?id=xIFsizSUMgi24bEuZBaXn4tBQPdMqWYHyxf5qXCQmwg-1787253721.5136175-1.2.1.1-V_XOsnEwhm1aLr3zG3X5iqZxXPmW58mIUuhqO3wz8Fn1hqCThACaLrGV4.JQjhK.	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contentfac2.html	(from https://ta-studios.com/wiki)
22:22:07	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:08%20GMT	https://ta-studios.com/api/auth/discord?next=/wiki	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discorde053	(from https://ta-studios.com/wiki)
22:22:07	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:08%20GMT	https://ta-studios.com/legal/satin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/satin-alma-belgelerim	(from https://ta-studios.com/wiki)
22:22:08	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:08%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fsatin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discord7406	(from https://ta-studios.com/wiki)
22:22:08	3593/3593	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e09-1a015891ed4%22	https://ta-studios.com/Assets/Code/subscription-badge.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/subscription-badgebf5f.js	(from https://ta-studios.com/wiki)
22:22:08	2822/2822	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b06-1a015891984%22	https://ta-studios.com/Assets/Code/local-lucide-icons.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/local-lucide-iconsbf5f.js	(from https://ta-studios.com/wiki)
22:22:08	32668/32668	---MCZ	200	added ('OK')	text/javascript	etag:W/%227f9c-1a015892155%22	https://ta-studios.com/Assets/Code/ugc-actions.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/ugc-actionsbf5f.js	(from https://ta-studios.com/wiki)
22:22:08	48819/48819	---MCZ	200	added ('OK')	text/javascript	etag:W/%22beb3-1a0158923bf%22	https://ta-studios.com/Assets/Code/wiki.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/wikibf5f.js	(from https://ta-studios.com/wiki)
22:22:09	4094/4094	---MCZ	200	added ('OK')	text/javascript	etag:W/%22ffe-1a0158923df%22	https://ta-studios.com/Assets/Code/wikiConfig.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/wikiConfigbf5f.js	(from https://ta-studios.com/wiki)
22:22:09	725/725	---MCZ	200	added ('OK')	application/json	etag:W/%222d5-jF+ArJy+pAtX032M3ZJd2GFQbxE%22	https://ta-studios.com/oembed.json?url=https%3A%2F%2Fta-studios.com%2Fcanli-destek	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembed2c43.json	(from https://ta-studios.com/canli-destek)
22:22:09	1042/1042	---MCZ	200	added ('OK')	application/xml	etag:W/%22412-6GXf3ruZcVbHWeBruGo5GwjbvcQ%22	https://ta-studios.com/oembed.xml?url=https%3A%2F%2Fta-studios.com%2Fcanli-destek	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembed2c43.xml	(from https://ta-studios.com/canli-destek)
22:22:09	150920/150920	---MCZ	200	added ('OK')	text/javascript	etag:W/%2224d88-1a0158920ab%22	https://ta-studios.com/Assets/Code/support.js?rev=20260801-speed1&v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/support3d36.js	(from https://ta-studios.com/canli-destek)
22:22:10	4005/4005	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:10%20GMT	https://ta-studios.com/cdn-cgi/content?id=Tv3AvVxmoPY9aX9ROBHVsc1bWxzL76yET7lIHzQo5Js-1787253721.6703265-1.2.1.1-NBAPF3DR4L7xMv8gG.j11Tei86_nSlVcnPzxl5B8wQlR2lUDxfme9kJW52cLV1zb	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content628f.html	(from https://ta-studios.com/canli-destek)
22:22:10	168/168	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:11%20GMT	https://ta-studios.com/api/baglantilar/verify?return=%2Fcanli-destek&relink=1&reauth=1	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/baglantilar/verify9f27	(from https://ta-studios.com/canli-destek)
22:22:10	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:11%20GMT	https://ta-studios.com/api/auth/discord?next=%2Fapi%2Fbaglantilar%2Fverify%3Freturn%3D%252Fcanli-destek%26relink%3D1%26reauth%3D1&linked_roles=1&reauth=1	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordeb2a	(from https://ta-studios.com/canli-destek)
22:22:11	4027/4027	---M--	200	added ('OK')	image/png	etag:W/%22fbb-19eff4cc892%22	https://ta-studios.com/Assets/Image/default-avatar.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/default-avatar.png	(from https://ta-studios.com/canli-destek)
22:22:11	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:11%20GMT	https://ta-studios.com/legal/satin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/satin-alma-belgelerim	(from https://ta-studios.com/canli-destek)
22:22:11	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:11%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fsatin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discord7406	(from https://ta-studios.com/canli-destek)
22:22:11	686/686	---MCZ	200	added ('OK')	application/json	etag:W/%222ae-bcO+NRsnuQUaod/V+MdTm2cDwt0%22	https://ta-studios.com/oembed.json?url=https%3A%2F%2Fta-studios.com%2Fsentanel	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembedee4a.json	(from https://ta-studios.com/sentanel)
22:22:11	1003/1003	---MCZ	200	added ('OK')	application/xml	etag:W/%223eb-wwDZYPRV4ArmaoSBk1dzYcg1FXQ%22	https://ta-studios.com/oembed.xml?url=https%3A%2F%2Fta-studios.com%2Fsentanel	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/oembedee4a.xml	(from https://ta-studios.com/sentanel)
22:22:12	76913/76913	---M--	200	added ('OK')	image/png	etag:W/%2212c71-19cce15d7f4%22	https://ta-studios.com/Assets/Image/Brands/Sentanel_Banner.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Sentanel_Banner.png	(from https://ta-studios.com/sentanel)
22:22:12	1150/1150	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%2247e-197d67a0390%22	https://ta-studios.com/Assets/Image/Icons/favicon.ico	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Icons/favicon.ico	(from https://ta-studios.com/sentanel)
22:22:12	122371/122371	---MCZ	200	added ('OK')	text/javascript	etag:W/%221de03-1a015891ec7%22	https://ta-studios.com/Assets/Code/sentanel.js?rev=20260801-speed1&v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/sentanel3d36.js	(from https://ta-studios.com/sentanel)
22:22:12	3767/3767	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:13%20GMT	https://ta-studios.com/cdn-cgi/content?id=kHAGPw5ZX2_lLIVafh3r6pnHAa.LotingQtLyJ1b.3E-1787253721.8834288-1.2.1.1-wlPciAsfIlXUKc09hebXlSUEyHo3W5bbK84M3WW_RdqHdxx5QiZJxRO4lx2bFPtC	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content42a4.html	(from https://ta-studios.com/sentanel)
22:22:13	732/732	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222dc-19f6b36df90%22	https://ta-studios.com/Assets/Image/Brands/Star.svg	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Star.svg	(from https://ta-studios.com/sentanel)
22:22:13	16319/16319	---M--	200	added ('OK')	image/png	etag:W/%223fbf-19e60de1c8f%22	https://ta-studios.com/Assets/Image/Brands/Star%20I%cc%87kon.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Star%20I%cc%87kon.png	(from https://ta-studios.com/sentanel)
22:22:13	5286/5286	---M--	200	added ('OK')	image/png	etag:W/%2214a6-19dda3f2a4d%22	https://ta-studios.com/Assets/Image/Brands/Sunucu_Avantajlar%c4%b1.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Sunucu_Avantajlar%c4%b1.png	(from https://ta-studios.com/sentanel)
22:22:14	6943/6943	---M--	200	added ('OK')	image/png	etag:W/%221b1f-19dda405290%22	https://ta-studios.com/Assets/Image/Brands/Destek%c3%a7i.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Destek%c3%a7i.png	(from https://ta-studios.com/sentanel)
22:22:14	1106/1106	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22452-19f6b36df90%22	https://ta-studios.com/Assets/Image/Brands/Star%20Plus.svg	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Star%20Plus.svg	(from https://ta-studios.com/sentanel)
22:22:14	15698/15698	---M--	200	added ('OK')	image/png	etag:W/%223d52-19e60de1c8a%22	https://ta-studios.com/Assets/Image/Brands/Kis%cc%a7isel%20Rol.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Kis%cc%a7isel%20Rol.png	(from https://ta-studios.com/sentanel)
22:22:15	22217/22217	---M--	200	added ('OK')	image/png	etag:W/%2256c9-19e60de1ca5%22	https://ta-studios.com/Assets/Image/Brands/Star%20Plus%20I%cc%87kon.png	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Image/Brands/Star%20Plus%20I%cc%87kon.png	(from https://ta-studios.com/sentanel)
22:22:15	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:15%20GMT	https://ta-studios.com/legal/satin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/satin-alma-belgelerim	(from https://ta-studios.com/sentanel)
22:22:15	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:15%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fsatin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discord7406	(from https://ta-studios.com/sentanel)
22:22:15	4046/4046	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:16%20GMT	https://ta-studios.com/cdn-cgi/content?id=_U9jCDK.nCC0wXluOEL3mC5aNrGW1JVxidfgMT2ickk-1787253722.507269-1.2.1.1-E_3LAp2rwmgZ546dyzaOzxkxSR80_Gc7QswZ1oWUnMvJihkYzF6rxRbobtYcYqYf	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content3bdc.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:15	97/97	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:16%20GMT	https://ta-studios.com/legal/on-bilgilendirme-formu?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/on-bilgilendirme-formu9ed2	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:16	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:16%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fon-bilgilendirme-formu%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordade0	(from https://ta-studios.com/legal/hizmet-sartlari)
